tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
ORF_20465	-	-	ORF_20465	-	-	refORF_20465:0-2166	-	-	24.1609	22.5931	25.7286	OK
ORF_20466	-	-	ORF_20466	-	-	refORF_20466:0-804	-	-	47.3485	43.4271	51.27	OK
ORF_20467	-	-	ORF_20467	-	-	refORF_20467:0-2076	-	-	20.142	18.6863	21.5977	OK
ORF_20468	-	-	ORF_20468	-	-	refORF_20468:0-1032	-	-	171.558	165.245	177.871	OK
ORF_20469	-	-	ORF_20469	-	-	refORF_20469:0-1818	-	-	3.20133	2.57897	3.82369	OK
ORF_20470	-	-	ORF_20470	-	-	refORF_20470:0-480	-	-	0	0	0	OK
ORF_20471	-	-	ORF_20471	-	-	refORF_20471:0-3114	-	-	12.0879	11.1825	12.9933	OK
ORF_20472	-	-	ORF_20472	-	-	refORF_20472:0-1086	-	-	11.0319	9.46751	12.5963	OK
ORF_20473	-	-	ORF_20473	-	-	refORF_20473:0-672	-	-	122.137	115.104	129.17	OK
ORF_20474	-	-	ORF_20474	-	-	refORF_20474:0-1875	-	-	8.11354	7.12898	9.09811	OK
ORF_20475	-	-	ORF_20475	-	-	refORF_20475:0-2838	-	-	4.42914	3.84528	5.01299	OK
ORF_20476	-	-	ORF_20476	-	-	refORF_20476:0-654	-	-	0.313293	0	0.675052	OK
ORF_20477	-	-	ORF_20477	-	-	refORF_20477:0-732	-	-	12.1046	10.021	14.1881	OK
ORF_20478	-	-	ORF_20478	-	-	refORF_20478:0-822	-	-	84.6401	79.5136	89.7666	OK
ORF_20479	-	-	ORF_20479	-	-	refORF_20479:0-1272	-	-	24.013	21.9043	26.1217	OK
ORF_20480	-	-	ORF_20480	-	-	refORF_20480:0-837	-	-	58.9038	54.6689	63.1388	OK
ORF_20481	-	-	ORF_20481	-	-	refORF_20481:0-1125	-	-	37.384	34.5695	40.1985	OK
ORF_20482	-	-	ORF_20482	-	-	refORF_20482:0-846	-	-	0.445836	0.0818125	0.80986	OK
ORF_20483	-	-	ORF_20483	-	-	refORF_20483:0-2670	-	-	87.1505	84.5075	89.7935	OK
ORF_20484	-	-	ORF_20484	-	-	refORF_20484:0-654	-	-	35.5065	31.6304	39.3826	OK
ORF_20485	-	-	ORF_20485	-	-	refORF_20485:0-1407	-	-	5.12076	4.20918	6.03234	OK
ORF_20486	-	-	ORF_20486	-	-	refORF_20486:0-1497	-	-	0.338082	0.112694	0.56347	OK
ORF_20487	-	-	ORF_20487	-	-	refORF_20487:0-3225	-	-	6.7089	6.04865	7.36915	OK
ORF_20488	-	-	ORF_20488	-	-	refORF_20488:0-825	-	-	7.05887	5.57845	8.5393	OK
ORF_20489	-	-	ORF_20489	-	-	refORF_20489:0-594	-	-	96.2626	89.436	103.089	OK
ORF_20490	-	-	ORF_20490	-	-	refORF_20490:0-612	-	-	79.0696	73.02	85.1192	OK
ORF_20491	-	-	ORF_20491	-	-	refORF_20491:0-405	-	-	9.67895	6.74182	12.6161	OK
ORF_20492	-	-	ORF_20492	-	-	refORF_20492:0-465	-	-	79.752	72.2505	87.2535	OK
ORF_20493	-	-	ORF_20493	-	-	refORF_20493:0-1917	-	-	17.9706	16.5311	19.41	OK
ORF_20494	-	-	ORF_20494	-	-	refORF_20494:0-2328	-	-	9.44197	8.50936	10.3746	OK
ORF_20495	-	-	ORF_20495	-	-	refORF_20495:0-1389	-	-	112.943	108.644	117.243	OK
ORF_20496	-	-	ORF_20496	-	-	refORF_20496:0-831	-	-	32.1562	29.0245	35.2878	OK
ORF_20497	-	-	ORF_20497	-	-	refORF_20497:0-3300	-	-	2.39392	2.00429	2.78355	OK
ORF_20498	-	-	ORF_20498	-	-	refORF_20498:0-1464	-	-	4.35394	3.53477	5.17311	OK
ORF_20499	-	-	ORF_20499	-	-	refORF_20499:0-1155	-	-	3.70452	2.82851	4.58052	OK
ORF_20500	-	-	ORF_20500	-	-	refORF_20500:0-1623	-	-	14.3991	12.9939	15.8044	OK
ORF_20501	-	-	ORF_20501	-	-	refORF_20501:0-777	-	-	0.497401	0.0912748	0.903527	OK
ORF_20502	-	-	ORF_20502	-	-	refORF_20502:0-852	-	-	0.810065	0.321577	1.29855	OK
ORF_20503	-	-	ORF_20503	-	-	refORF_20503:0-2919	-	-	6.5375	5.84467	7.23033	OK
ORF_20504	-	-	ORF_20504	-	-	refORF_20504:0-2265	-	-	49.5145	47.3467	51.6822	OK
ORF_20505	-	-	ORF_20505	-	-	refORF_20505:0-1287	-	-	19.4416	17.5654	21.3179	OK
ORF_20506	-	-	ORF_20506	-	-	refORF_20506:0-564	-	-	3.09438	1.82259	4.36617	OK
ORF_20507	-	-	ORF_20507	-	-	refORF_20507:0-1416	-	-	3.20218	2.47725	3.92712	OK
ORF_20508	-	-	ORF_20508	-	-	refORF_20508:0-828	-	-	13.2123	11.1828	15.2417	OK
ORF_20509	-	-	ORF_20509	-	-	refORF_20509:0-1038	-	-	117.705	112.494	122.916	OK
ORF_20510	-	-	ORF_20510	-	-	refORF_20510:0-705	-	-	92.1099	86.1654	98.0543	OK
ORF_20511	-	-	ORF_20511	-	-	refORF_20511:0-2793	-	-	14.406	13.3547	15.4573	OK
ORF_20512	-	-	ORF_20512	-	-	refORF_20512:0-753	-	-	10.8832	8.93888	12.8276	OK
ORF_20513	-	-	ORF_20513	-	-	refORF_20513:0-3453	-	-	8.78041	8.04014	9.52067	OK
ORF_20514	-	-	ORF_20514	-	-	refORF_20514:0-4593	-	-	2.56668	2.22308	2.91028	OK
ORF_20515	-	-	ORF_20515	-	-	refORF_20515:0-1350	-	-	124.786	120.192	129.38	OK
ORF_20516	-	-	ORF_20516	-	-	refORF_20516:0-1917	-	-	1.79421	1.33191	2.25651	OK
ORF_20517	-	-	ORF_20517	-	-	refORF_20517:0-762	-	-	122.115	115.654	128.576	OK
ORF_20518	-	-	ORF_20518	-	-	refORF_20518:0-1677	-	-	0.9914	0.629392	1.35341	OK
ORF_20519	-	-	ORF_20519	-	-	refORF_20519:0-213	-	-	0	0	0	OK
ORF_20520	-	-	ORF_20520	-	-	refORF_20520:0-3234	-	-	2.62382	2.21153	3.03612	OK
ORF_20521	-	-	ORF_20521	-	-	refORF_20521:0-4089	-	-	2.22701	1.88582	2.5682	OK
ORF_20522	-	-	ORF_20522	-	-	refORF_20522:0-1749	-	-	5.99066	5.11117	6.87015	OK
ORF_20523	-	-	ORF_20523	-	-	refORF_20523:0-693	-	-	137.974	130.646	145.302	OK
ORF_20524	-	-	ORF_20524	-	-	refORF_20524:0-906	-	-	33.6718	30.615	36.7286	OK
ORF_20525	-	-	ORF_20525	-	-	refORF_20525:0-2481	-	-	3.33214	2.79685	3.86742	OK
ORF_20526	-	-	ORF_20526	-	-	refORF_20526:0-615	-	-	21.3949	18.2239	24.5658	OK
ORF_20527	-	-	ORF_20527	-	-	refORF_20527:0-1980	-	-	10.2785	9.20998	11.347	OK
ORF_20528	-	-	ORF_20528	-	-	refORF_20528:0-1698	-	-	0.228126	0.0556788	0.400572	OK
ORF_20529	-	-	ORF_20529	-	-	refORF_20529:0-2394	-	-	1.25118	0.913995	1.58837	OK
ORF_20530	-	-	ORF_20530	-	-	refORF_20530:0-2091	-	-	3.41693	2.82212	4.01175	OK
ORF_20531	-	-	ORF_20531	-	-	refORF_20531:0-1776	-	-	9.54684	8.45108	10.6426	OK
ORF_20532	-	-	ORF_20532	-	-	refORF_20532:0-2955	-	-	3.95717	3.41749	4.49684	OK
ORF_20533	-	-	ORF_20533	-	-	refORF_20533:0-2136	-	-	16.3122	15.0192	17.6052	OK
ORF_20534	-	-	ORF_20534	-	-	refORF_20534:0-3192	-	-	8.27684	7.53445	9.01924	OK
ORF_20535	-	-	ORF_20535	-	-	refORF_20535:0-1275	-	-	41.6139	38.842	44.3859	OK
ORF_20536	-	-	ORF_20536	-	-	refORF_20536:0-687	-	-	23.5284	20.4376	26.6192	OK
ORF_20537	-	-	ORF_20537	-	-	refORF_20537:0-1350	-	-	107.999	103.724	112.273	OK
ORF_20538	-	-	ORF_20538	-	-	refORF_20538:0-444	-	-	0	0	0	OK
ORF_20539	-	-	ORF_20539	-	-	refORF_20539:0-285	-	-	19272.8	19083.2	19462.5	OK
ORF_20540	-	-	ORF_20540	-	-	refORF_20540:0-7863	-	-	1.87333	1.65195	2.09472	OK
ORF_20541	-	-	ORF_20541	-	-	refORF_20541:0-1341	-	-	13.3382	11.8244	14.8519	OK
ORF_20542	-	-	ORF_20542	-	-	refORF_20542:0-924	-	-	156.435	149.984	162.887	OK
ORF_20543	-	-	ORF_20543	-	-	refORF_20543:0-1533	-	-	6.03321	5.09135	6.97507	OK
ORF_20544	-	-	ORF_20544	-	-	refORF_20544:0-1452	-	-	4.66729	3.81516	5.51941	OK
ORF_20545	-	-	ORF_20545	-	-	refORF_20545:0-966	-	-	19.4533	17.2231	21.6836	OK
ORF_20546	-	-	ORF_20546	-	-	refORF_20546:0-1284	-	-	3.85409	3.0176	4.69057	OK
ORF_20547	-	-	ORF_20547	-	-	refORF_20547:0-2415	-	-	2.30179	1.84938	2.7542	OK
ORF_20548	-	-	ORF_20548	-	-	refORF_20548:0-1728	-	-	2.26899	1.7216	2.81639	OK
ORF_20549	-	-	ORF_20549	-	-	refORF_20549:0-903	-	-	4.92801	3.74675	6.10927	OK
ORF_20550	-	-	ORF_20550	-	-	refORF_20550:0-5436	-	-	5.36393	4.90875	5.81912	OK
ORF_20551	-	-	ORF_20551	-	-	refORF_20551:0-2046	-	-	2.88962	2.33607	3.44317	OK
ORF_20552	-	-	ORF_20552	-	-	refORF_20552:0-813	-	-	6.25459	4.83862	7.67056	OK
ORF_20553	-	-	ORF_20553	-	-	refORF_20553:0-1842	-	-	4.01828	3.3266	4.70996	OK
ORF_20554	-	-	ORF_20554	-	-	refORF_20554:0-2316	-	-	15.7478	14.53	16.9657	OK
ORF_20555	-	-	ORF_20555	-	-	refORF_20555:0-930	-	-	17.6824	15.4997	19.8652	OK
ORF_20556	-	-	ORF_20556	-	-	refORF_20556:0-603	-	-	10.7671	8.509	13.0253	OK
ORF_20557	-	-	ORF_20557	-	-	refORF_20557:0-714	-	-	34.48	30.8955	38.0644	OK
ORF_20558	-	-	ORF_20558	-	-	refORF_20558:0-1263	-	-	2.28421	1.63387	2.93456	OK
ORF_20559	-	-	ORF_20559	-	-	refORF_20559:0-4131	-	-	2.01555	1.69786	2.33325	OK
ORF_20560	-	-	ORF_20560	-	-	refORF_20560:0-891	-	-	1.87921	1.15443	2.60399	OK
ORF_20561	-	-	ORF_20561	-	-	refORF_20561:0-1485	-	-	56.6	53.6635	59.5364	OK
ORF_20562	-	-	ORF_20562	-	-	refORF_20562:0-4194	-	-	1.03509	0.807643	1.26253	OK
ORF_20563	-	-	ORF_20563	-	-	refORF_20563:0-441	-	-	3.60461	1.94837	5.26085	OK
ORF_20564	-	-	ORF_20564	-	-	refORF_20564:0-2277	-	-	0.967165	0.661237	1.27309	OK
ORF_20565	-	-	ORF_20565	-	-	refORF_20565:0-3240	-	-	2.90964	2.47	3.34928	OK
ORF_20566	-	-	ORF_20566	-	-	refORF_20566:0-1464	-	-	2.35036	1.73786	2.96286	OK
ORF_20567	-	-	ORF_20567	-	-	refORF_20567:0-2355	-	-	8.66518	7.7747	9.55567	OK
ORF_20568	-	-	ORF_20568	-	-	refORF_20568:0-2331	-	-	8.6469	7.75132	9.54248	OK
ORF_20569	-	-	ORF_20569	-	-	refORF_20569:0-1695	-	-	4.37562	3.61955	5.1317	OK
